Lot Area,Gr Liv Area,TotRms AbvGrd,Year Built,Year Remod/Add,Garage Cars,Total Bsmt SF,Overall Qual,Bldg Type,House Style,Kitchen Qual,Neighborhood,Real_Price,Predicted_Price
10994,1844,7,2005,2006,2.0,1844.0,8,1Fam,1Story,Gd,SawyerW,257000.0,270904.22
11492,2122,8,1996,1997,2.0,913.0,7,1Fam,2Story,Gd,SawyerW,220000.0,227685.25
13673,1696,8,1962,1962,1.0,1140.0,5,1Fam,1Story,TA,Sawyer,143900.0,154384.42
13101,1728,10,1965,1965,2.0,1728.0,5,Duplex,1Story,TA,NAmes,142600.0,141647.11
11024,1400,6,2005,2006,2.0,1400.0,7,1Fam,1Story,Gd,SawyerW,186800.0,196894.75
10928,1456,8,2005,2005,2.0,728.0,7,1Fam,2Story,Gd,Gilbert,184000.0,174249.1
12000,1564,7,1941,1950,1.0,704.0,7,1Fam,2Story,Fa,Crawfor,174500.0,171172.53
9600,1568,7,1967,1967,2.0,1568.0,5,1Fam,1Story,TA,NAmes,143000.0,158087.92
10800,2614,9,1974,1997,2.0,1522.0,6,1Fam,2Story,TA,NWAmes,240000.0,223917.5
7500,1158,5,2004,2004,0.0,1158.0,6,1Fam,1Story,Gd,SawyerW,143500.0,144412.08
12102,1033,6,1976,1976,2.0,456.0,5,1Fam,SFoyer,TA,Edwards,165000.0,131734.36
10000,1392,6,2002,2002,3.0,1441.0,5,1Fam,1Story,Gd,Mitchel,215000.0,176643.56
6001,919,5,1940,1950,1.0,600.0,6,1Fam,1.5Fin,TA,Other,95000.0,105381.56
8402,1465,7,1998,1998,2.0,789.0,6,1Fam,2Story,TA,Gilbert,180400.0,171779.73
11631,2373,9,2004,2005,3.0,1052.0,8,1Fam,2Story,Gd,Gilbert,258000.0,276162.28
13518,3140,11,2008,2009,3.0,1926.0,9,1Fam,2Story,Ex,NridgHt,485000.0,480022.66
10122,869,3,1948,1950,1.0,0.0,4,1Fam,1Story,TA,OldTown,89900.0,86509.99
8340,1388,6,1977,1977,1.0,675.0,6,1Fam,2Story,TA,CollgCr,157500.0,148270.2
9627,2000,9,1993,1994,3.0,996.0,7,1Fam,2Story,TA,Mitchel,188000.0,208587.64
12867,2253,8,2005,2006,2.0,1209.0,8,1Fam,2Story,Ex,NridgHt,344133.0,303466.75
21370,1640,7,1950,1950,2.0,0.0,5,1Fam,1Story,TA,Sawyer,131000.0,149112.1
9262,1578,7,2008,2009,3.0,1573.0,8,1Fam,1Story,Ex,Somerst,287090.0,271626.53
1733,1032,5,1980,1980,2.0,516.0,6,Twnhs,2Story,TA,Other,115000.0,112252.96
13418,2748,9,2006,2006,3.0,1850.0,9,1Fam,2Story,Ex,NridgHt,390000.0,443913.6
6120,1513,8,1920,2004,1.0,939.0,5,1Fam,2Story,TA,BrkSide,137500.0,143005.8
8092,1050,6,1954,2000,1.0,1050.0,6,1Fam,1Story,Gd,NAmes,156000.0,143824.92
8640,1314,6,2009,2009,2.0,1300.0,8,1Fam,1Story,Gd,Somerst,229456.0,226051.53
9450,1362,6,1957,1957,3.0,1040.0,4,1Fam,1Story,TA,NAmes,140000.0,131594.98
15611,1126,6,1977,1977,2.0,1126.0,5,1Fam,1Story,Ex,NWAmes,175000.0,158854.45
10678,2872,9,1992,2000,2.0,1683.0,8,1Fam,1.5Fin,Gd,NoRidge,285000.0,346301.47
10800,1466,7,1936,1989,2.0,796.0,5,1Fam,1.5Fin,Gd,OldTown,170000.0,149891.28
1936,630,3,1970,1970,0.0,630.0,4,Twnhs,SFoyer,TA,Other,84500.0,76584.45
7000,864,6,1978,2005,1.0,864.0,5,1Fam,1Story,TA,CollgCr,136500.0,132796.06
11646,1422,7,2005,2006,2.0,704.0,6,1Fam,2Story,Gd,CollgCr,173000.0,169036.22
10200,1602,7,2007,2007,3.0,1578.0,8,1Fam,1Story,Gd,CollgCr,293200.0,251903.84
8248,1414,8,1922,1950,0.0,864.0,4,1Fam,1.5Fin,TA,Edwards,83000.0,94443.05
8803,1516,7,1994,1995,2.0,707.0,6,1Fam,2Story,Gd,Gilbert,181316.0,175305.34
6120,1573,6,1935,1995,1.0,884.0,4,1Fam,1.5Fin,Gd,BrkSide,133000.0,138564.31
2016,1302,6,1970,1970,2.0,630.0,5,TwnhsE,2Story,TA,Other,106000.0,121466.18
15240,1026,5,1977,2004,1.0,1026.0,5,1Fam,1Story,TA,CollgCr,150000.0,146352.02
17597,2365,7,1971,2009,2.0,1803.0,7,1Fam,1Story,Ex,Crawfor,315000.0,301028.22
34650,1056,5,1955,1955,2.0,1056.0,5,2fmCon,1Story,TA,Gilbert,145000.0,141314.38
8635,1072,5,1925,1950,3.0,1072.0,5,1Fam,1Story,TA,BrkSide,126500.0,119902.18
10859,1097,6,1994,1995,2.0,1097.0,5,1Fam,1Story,TA,CollgCr,145000.0,154367.62
9512,2318,8,2005,2006,2.0,960.0,7,1Fam,2Story,Gd,Somerst,294323.0,249252.72
13811,1137,5,1987,1987,2.0,1112.0,6,1Fam,1Story,Gd,Other,176000.0,169229.62
13500,1252,4,1960,1975,2.0,1602.0,6,1Fam,1Story,TA,Other,235000.0,169245.28
8777,1436,6,1910,2000,2.0,676.0,4,1Fam,2Story,TA,Edwards,98000.0,110269.95
9576,1182,5,1945,1950,1.0,770.0,6,1Fam,1.5Fin,TA,OldTown,120000.0,119926.43
4045,1500,6,2006,2006,3.0,1356.0,7,TwnhsE,1Story,Gd,Other,246578.0,216019.33
14836,2492,8,2004,2005,3.0,2492.0,10,1Fam,1Story,Ex,NridgHt,552000.0,513951.5
3480,1405,6,2003,2003,2.0,1405.0,7,TwnhsE,1Story,Gd,NridgHt,173000.0,181748.55
9825,936,4,1967,1967,1.0,936.0,5,1Fam,SFoyer,TA,Edwards,118500.0,134000.95
14778,1640,7,1954,2006,2.0,1296.0,6,1Fam,1Story,Gd,Crawfor,224000.0,211280.83
10400,1370,6,1976,1976,2.0,1090.0,7,1Fam,1Story,TA,NWAmes,152000.0,164763.72
9965,2696,10,2007,2007,3.0,1264.0,7,1Fam,2Story,Ex,CollgCr,383970.0,303744.44
11556,882,4,1952,1952,1.0,720.0,5,1Fam,1Story,Gd,NAmes,116000.0,113746.14
10800,1461,6,1949,1996,1.0,832.0,4,1Fam,1.5Fin,TA,NAmes,133500.0,126704.46
3950,1224,5,1926,2004,1.0,818.0,6,1Fam,1.5Fin,TA,OldTown,115000.0,119442.24
5684,813,5,1930,2005,1.0,813.0,6,1Fam,1Story,Gd,OldTown,110000.0,116421.26
11064,1239,4,1995,1995,2.0,1230.0,8,TwnhsE,1Story,Gd,Other,217500.0,212715.06
12011,1924,7,1998,1998,2.0,1086.0,8,1Fam,2Story,Gd,NoRidge,280000.0,246570.7
11414,2019,8,1910,1993,2.0,728.0,7,1Fam,2Story,Gd,BrkSide,167500.0,208074.05
15750,1513,5,1999,2000,2.0,1462.0,8,1Fam,1Story,Gd,CollgCr,220000.0,254748.06
11027,1293,5,1954,1954,2.0,1178.0,6,1Fam,1Story,TA,NAmes,149900.0,152334.95
7000,1215,6,1940,1950,2.0,720.0,6,1Fam,1.5Fin,Gd,IDOTRR,141000.0,136905.44
8885,902,5,1983,1983,2.0,864.0,5,1Fam,1Story,TA,Mitchel,131000.0,132390.92
7328,1450,6,2008,2009,3.0,1450.0,7,1Fam,1Story,Gd,SawyerW,224243.0,208481.44
2645,1586,7,1999,1999,2.0,960.0,8,Twnhs,2Story,Gd,Somerst,170000.0,185289.77
8991,1324,5,1976,1976,2.0,1228.0,7,1Fam,SLvl,Gd,NWAmes,174000.0,170172.02
10235,1651,7,2007,2007,3.0,1643.0,8,1Fam,1Story,Gd,CollgCr,246500.0,260169.72
2160,1365,7,1973,1973,2.0,765.0,5,TwnhsE,2Story,Gd,Other,125500.0,133376.36
9729,1746,6,2006,2007,3.0,698.0,6,1Fam,2Story,Gd,Gilbert,198444.0,188446.55
9069,1440,8,1993,1993,3.0,1344.0,6,Duplex,SFoyer,Gd,SawyerW,224500.0,190591.9
11475,1576,7,1961,1961,2.0,1208.0,6,1Fam,SLvl,Gd,NAmes,174500.0,167145.61
3675,1072,5,2005,2006,2.0,547.0,6,TwnhsE,SFoyer,TA,Edwards,142500.0,137695.02
3010,1248,5,2005,2006,2.0,1248.0,7,TwnhsE,1Story,Gd,Other,167240.0,175515.12
9286,1268,5,1977,1989,1.0,1268.0,5,1Fam,1Story,Gd,CollgCr,143500.0,157764.11
12018,1612,6,2008,2008,3.0,796.0,7,1Fam,2Story,Gd,Other,218689.0,215395.39
10335,1721,7,1968,1993,2.0,1461.0,5,1Fam,1Story,TA,Sawyer,180000.0,167260.73
16870,1782,7,2004,2005,3.0,1782.0,8,1Fam,1Story,Gd,NridgHt,296000.0,289499.56
9254,1721,7,2005,2005,2.0,1721.0,8,1Fam,1Story,Gd,NridgHt,232698.0,265874.3
9571,1144,6,1956,1956,1.0,1144.0,5,1Fam,1Story,TA,Edwards,129000.0,130097.45
7200,894,6,1972,1972,2.0,894.0,5,1Fam,1Story,TA,CollgCr,123000.0,128391.7
8000,1492,6,2002,2002,2.0,1492.0,7,1Fam,1Story,Gd,Somerst,230000.0,221817.38
12099,1728,7,1953,2004,1.0,1216.0,5,1Fam,1.5Fin,TA,NAmes,156000.0,158217.03
8520,1385,6,1952,1952,2.0,910.0,5,1Fam,1.5Fin,TA,NAmes,166000.0,140019.83
6000,1296,6,1927,1950,2.0,845.0,6,1Fam,1.5Fin,TA,OldTown,127500.0,127957.516
7360,1222,6,2010,2010,2.0,1222.0,7,1Fam,1Story,Gd,CollgCr,187000.0,191532.31
12585,2799,8,1993,1993,3.0,1286.0,8,1Fam,2Story,Gd,NoRidge,315000.0,333211.47
9531,1796,7,1998,1998,2.0,794.0,6,1Fam,2Story,TA,CollgCr,211000.0,195195.62
21000,2259,7,1953,1953,2.0,1809.0,6,1Fam,1Story,Gd,Crawfor,217000.0,252797.89
13070,1112,5,1951,1951,2.0,631.0,5,1Fam,1Story,TA,NAmes,126000.0,125022.45
7200,1262,5,2006,2006,2.0,1262.0,6,1Fam,1Story,Gd,Somerst,185000.0,190240.7
11419,1527,6,1948,1999,2.0,699.0,7,1Fam,2Story,TA,NAmes,152500.0,177934.97
43500,2034,9,1953,1953,3.0,0.0,3,1Fam,1Story,TA,Mitchel,130000.0,139088.6
10530,1004,4,1977,1977,2.0,975.0,6,Duplex,SFoyer,TA,Mitchel,135000.0,142915.12
8400,438,3,1920,1950,1.0,290.0,2,1Fam,1Story,Fa,Other,60000.0,40202.848
33983,1676,6,1977,1994,2.0,1160.0,5,1Fam,1Story,Gd,Mitchel,196000.0,195135.7
7903,1242,6,1960,1960,1.0,1242.0,5,1Fam,1Story,TA,NAmes,152000.0,135493.8
9780,1952,8,1950,2005,1.0,976.0,7,1Fam,2Story,Gd,IDOTRR,212300.0,207279.05
18800,1574,6,1976,1976,2.0,796.0,6,1Fam,2Story,TA,NWAmes,190000.0,185510.95
6240,1324,6,2006,2006,2.0,1324.0,8,TwnhsE,1Story,Gd,NridgHt,254000.0,218289.08
11198,2504,11,2005,2007,3.0,1122.0,9,1Fam,2Story,Ex,Other,325000.0,379154.7
17503,1458,6,1948,1950,1.0,912.0,6,1Fam,1.5Fin,TA,NAmes,97500.0,154222.25
7162,1724,8,2003,2004,2.0,796.0,7,1Fam,2Story,Gd,Edwards,196500.0,185392.28
6191,1288,6,1941,1950,1.0,824.0,5,1Fam,1.5Fin,TA,Other,112000.0,129105.45
12890,1495,8,1989,1989,2.0,1495.0,6,1Fam,1Story,TA,Other,150000.0,188530.67
3600,1288,5,1917,2007,1.0,624.0,6,1Fam,2Story,Ex,OldTown,119000.0,128116.01
9350,1531,8,1947,1979,1.0,756.0,4,1Fam,1.5Fin,TA,Edwards,127000.0,115428.25
9600,1254,6,1961,1961,2.0,1218.0,6,1Fam,SLvl,TA,NAmes,158500.0,161197.03
47280,1488,6,1950,1950,2.0,1488.0,6,1Fam,1Story,TA,Gilbert,133000.0,201539.78
16163,1618,6,2004,2004,3.0,1618.0,8,1Fam,1Story,Gd,NridgHt,252000.0,270766.3
2117,1573,5,2000,2000,2.0,756.0,6,Twnhs,2Story,Gd,Somerst,177500.0,171222.66
11896,1346,6,2008,2008,3.0,1336.0,7,1Fam,1Story,Gd,Other,220000.0,215105.53
6000,1328,6,1950,1970,1.0,768.0,5,1Fam,1.5Fin,TA,OldTown,129500.0,118693.25
14584,733,4,1952,1952,2.0,0.0,1,1Fam,1Story,Fa,IDOTRR,13100.0,50604.46
11690,1764,7,1999,2000,2.0,850.0,8,1Fam,2Story,Gd,CollgCr,207000.0,221941.58
6600,816,4,1982,2003,2.0,816.0,5,1Fam,1Story,TA,Mitchel,138000.0,132169.77
10650,894,5,1976,1976,1.0,894.0,5,1Fam,1Story,TA,CollgCr,128200.0,126783.15
4330,1315,5,1958,1958,2.0,808.0,4,2fmCon,1.5Fin,TA,IDOTRR,99500.0,105845.99
7590,1812,8,1962,1962,1.0,864.0,5,1Fam,2Story,TA,NAmes,169500.0,144186.53
11200,1298,5,1985,1985,2.0,1298.0,6,1Fam,1Story,Gd,SawyerW,180000.0,173156.75
1680,1302,6,1972,1972,1.0,630.0,5,Twnhs,2Story,TA,Other,111750.0,116772.414
11851,1633,7,1948,2009,1.0,1027.0,5,1Fam,1.5Fin,Gd,OldTown,129000.0,154584.48
10991,1571,7,2007,2007,3.0,1571.0,8,1Fam,1Story,Gd,Other,239000.0,251297.98
13869,1470,6,1997,1997,2.0,794.0,6,1Fam,2Story,TA,Gilbert,177000.0,181914.33
3843,1648,5,2007,2008,2.0,1596.0,8,TwnhsE,1Story,Ex,Crawfor,230000.0,278264.03
8010,1720,7,2002,2003,2.0,840.0,7,1Fam,2Story,Gd,Gilbert,188000.0,197703.08
8450,1436,8,2004,2004,2.0,1436.0,7,1Fam,1Story,Gd,CollgCr,210000.0,207914.77
8965,1489,8,2003,2003,2.0,782.0,7,1Fam,2Story,Gd,Gilbert,192000.0,175998.53
8385,985,6,1977,1977,1.0,985.0,5,1Fam,SLvl,TA,CollgCr,149900.0,139689.31
12539,2790,10,2005,2006,3.0,1620.0,10,1Fam,2Story,Ex,NridgHt,460000.0,451123.16
16387,2589,11,2006,2006,3.0,1738.0,9,1Fam,2Story,Ex,NridgHt,412083.0,430584.16
8078,1560,8,1958,1958,2.0,1560.0,5,Duplex,1Story,TA,NAmes,128600.0,136662.16
12704,1582,7,2007,2007,3.0,1582.0,8,1Fam,1Story,Gd,NridgHt,317500.0,256375.89
8998,1652,6,2000,2000,2.0,782.0,7,1Fam,2Story,Gd,CollgCr,207500.0,193387.56
15870,1096,6,1969,1969,1.0,1096.0,5,1Fam,1Story,TA,NAmes,138800.0,145250.34
6600,816,5,1982,2008,1.0,816.0,5,1Fam,1Story,Gd,Mitchel,130500.0,142030.86
7018,2228,8,1979,1979,2.0,0.0,5,Duplex,2Story,TA,SawyerW,147983.0,138360.95
12244,2262,10,2003,2003,3.0,1482.0,8,1Fam,2Story,Gd,Other,305000.0,310693.8
11235,1382,6,1963,1979,2.0,1051.0,4,1Fam,1Story,TA,Sawyer,148000.0,135477.78
15431,2046,7,2005,2006,3.0,1994.0,10,1Fam,1Story,Ex,NridgHt,450000.0,430744.75
6960,1302,6,1940,1998,1.0,680.0,7,1Fam,1.5Fin,Gd,Sawyer,165250.0,152071.06
8000,1377,6,1960,1960,1.0,1377.0,5,1Fam,1Story,TA,NAmes,156500.0,139567.61
9938,1949,8,1993,1994,2.0,1050.0,7,1Fam,2Story,Gd,SawyerW,236000.0,214243.62
10331,1240,6,1985,1985,2.0,1265.0,7,1Fam,1Story,Gd,Other,174000.0,183736.88
9477,892,5,1966,1966,1.0,864.0,5,1Fam,1Story,TA,NAmes,110000.0,122038.734
11800,1382,6,1949,2002,1.0,0.0,4,1Fam,SLvl,TA,OldTown,110000.0,116422.03
9600,893,4,1949,2003,2.0,845.0,5,1Fam,1.5Unf,Gd,NAmes,135000.0,130216.12
14892,1746,7,2006,2007,3.0,1746.0,9,1Fam,1Story,Ex,Gilbert,377500.0,323620.0
6292,1477,6,1928,1950,1.0,861.0,7,1Fam,1.5Fin,TA,Other,145000.0,152147.66
2058,1218,7,1973,1973,1.0,672.0,6,Twnhs,2Story,Ex,Other,113700.0,123659.484
1782,1045,5,1980,1980,2.0,516.0,6,Twnhs,2Story,TA,Other,123900.0,109193.75
10410,1656,8,1916,1987,1.0,660.0,5,1Fam,1.5Fin,TA,OldTown,135000.0,133752.25
13072,1175,6,2005,2006,0.0,1175.0,6,1Fam,1Story,Gd,SawyerW,146000.0,136283.03
10357,1442,6,1990,1991,2.0,910.0,7,1Fam,1Story,Gd,SawyerW,179900.0,164577.62
11443,2028,7,2005,2006,3.0,1868.0,8,1Fam,1Story,Gd,Other,369900.0,311505.25
10400,1790,8,1972,1972,2.0,732.0,6,1Fam,2Story,TA,NWAmes,165150.0,170874.55
8967,1077,6,1920,1950,1.0,961.0,5,1Fam,1Story,TA,IDOTRR,67000.0,106270.7
11249,1200,6,1995,1995,2.0,1200.0,6,1Fam,1Story,Gd,CollgCr,177500.0,171329.98
9571,1276,5,1958,1958,1.0,1276.0,5,1Fam,1Story,TA,Edwards,60000.0,133569.33
10612,1534,7,2006,2006,2.0,1524.0,8,1Fam,1Story,Gd,Somerst,215000.0,248715.84
12878,1760,8,2003,2004,2.0,1760.0,7,1Fam,1Story,Gd,NridgHt,269500.0,258918.75
9900,1691,5,1967,1967,2.0,1680.0,6,1Fam,1Story,TA,NAmes,175000.0,168475.19
11025,2826,9,1992,1993,3.0,1334.0,8,1Fam,2Story,Gd,NoRidge,334000.0,330325.6
8158,1768,8,2003,2003,2.0,884.0,7,1Fam,2Story,Gd,CollgCr,224900.0,211371.72
11475,1552,6,1975,1975,2.0,713.0,6,1Fam,2Story,TA,NWAmes,179900.0,167635.69
12209,1961,7,2001,2002,2.0,804.0,6,1Fam,2Story,Gd,Mitchel,215000.0,206026.22
10656,1646,6,2006,2007,3.0,1638.0,8,1Fam,1Story,Gd,Other,248900.0,263766.25
8638,925,5,1963,1963,2.0,925.0,5,1Fam,1Story,TA,Sawyer,133500.0,126052.42
10762,1217,6,1980,1980,1.0,626.0,6,TwnhsE,2Story,TA,SawyerW,120000.0,135831.61
8294,872,5,1971,1971,3.0,858.0,4,1Fam,1Story,TA,NAmes,123000.0,110599.71
8243,964,5,1961,1961,2.0,964.0,5,1Fam,1Story,TA,NAmes,137500.0,130285.93
10389,1978,8,2003,2003,3.0,1978.0,8,1Fam,1Story,Gd,CollgCr,318000.0,313210.06
7200,780,4,1972,1972,1.0,780.0,5,1Fam,1Story,TA,CollgCr,124900.0,119368.45
9000,1750,8,1880,1991,1.0,636.0,5,1Fam,2Story,Ex,OldTown,124000.0,138955.08
8923,1382,7,1998,1998,2.0,384.0,7,1Fam,SLvl,TA,Gilbert,177500.0,168857.22
24090,2403,10,1940,1950,1.0,1032.0,7,1Fam,2Story,TA,Other,244400.0,208321.64
5825,747,5,1926,1953,2.0,600.0,4,1Fam,1Story,TA,BrkSide,79900.0,74495.88
7315,1170,6,1958,1958,1.0,1170.0,5,1Fam,1Story,TA,NAmes,140000.0,135396.4
11600,1180,5,1922,1950,1.0,700.0,4,1Fam,1Story,Fa,Crawfor,137500.0,94341.51
8892,1065,6,1960,1960,2.0,1065.0,5,1Fam,1Story,TA,NAmes,126500.0,135365.81
9350,864,4,1975,1975,0.0,864.0,5,Duplex,SFoyer,TA,Edwards,99600.0,118363.06
7750,1430,7,2000,2000,2.0,384.0,7,1Fam,SLvl,TA,Gilbert,180000.0,164201.05
9100,1112,6,1954,1954,1.0,1112.0,5,1Fam,1Story,TA,Crawfor,144800.0,135682.72
7200,864,5,1972,2000,2.0,864.0,5,1Fam,1Story,Ex,CollgCr,127000.0,144371.19
8281,864,5,1965,1965,1.0,864.0,5,1Fam,1Story,TA,Sawyer,62383.0,121075.734
20062,1483,4,1977,2001,2.0,1420.0,7,1Fam,1Story,TA,Other,270000.0,218787.81
10447,887,5,1984,1984,1.0,864.0,5,1Fam,1Story,TA,Mitchel,124500.0,129937.99
6240,1208,5,1925,1950,2.0,780.0,4,1Fam,1.5Fin,TA,IDOTRR,103000.0,105945.766
7750,1414,6,2002,2002,2.0,707.0,7,1Fam,2Story,Gd,Gilbert,176000.0,162501.77
7692,1204,6,1954,1954,1.0,416.0,4,1Fam,SLvl,TA,Edwards,100000.0,100830.67
7032,943,4,1979,1979,2.0,943.0,5,Duplex,SFoyer,TA,NAmes,135960.0,135512.02
6488,1150,6,1942,1950,1.0,799.0,5,1Fam,1.5Fin,TA,Edwards,128000.0,109789.67
9780,1112,6,1934,1950,1.0,585.0,5,1Fam,1.5Fin,TA,Edwards,63000.0,109905.64
7404,861,5,1920,1950,2.0,861.0,4,1Fam,1Story,TA,OldTown,80000.0,81093.195
13173,1652,6,2006,2007,2.0,1652.0,9,1Fam,1Story,Ex,NridgHt,325000.0,293995.72
9000,1566,7,2008,2008,2.0,1566.0,8,1Fam,1Story,Gd,Somerst,262500.0,256702.02
21780,1674,8,1918,1950,2.0,1163.0,6,1Fam,1.5Fin,TA,Edwards,185000.0,167627.38
28698,2126,7,1967,1967,2.0,1013.0,5,1Fam,2Story,TA,Other,185000.0,181785.3
11449,1728,7,2007,2007,2.0,1884.0,8,1Fam,1Story,Gd,Other,298751.0,262573.88
7800,899,5,1967,2004,1.0,864.0,5,1Fam,1Story,Gd,Sawyer,130000.0,135366.06
10542,2418,9,1993,1994,3.0,1311.0,7,1Fam,2Story,Gd,NoRidge,341000.0,279401.34
10825,1260,6,1983,1983,2.0,1260.0,7,1Fam,1Story,TA,NWAmes,181900.0,174791.0
9600,1668,6,1950,2005,1.0,856.0,6,1Fam,1.5Fin,TA,NAmes,140000.0,158832.94
3876,1226,4,1978,1978,2.0,1226.0,8,Twnhs,1Story,Gd,Other,170000.0,188169.1
8724,894,5,1968,1968,2.0,894.0,5,1Fam,1Story,TA,Sawyer,129000.0,126982.2
